Module,Function,SubFunction,Role,PermissionCode,FrontendRoute,APIEndpoint,UILocation,Scope,AccessStatus,EntitlementRequired,SubscriptionRequired
USERS,View Team Members,"List Organization Users, Roles & Seats",CUSTOMER_STAFF,users.view,/app/settings,GET /api/saas/organization/members,Team Roster Table,Organization Scoped,DENY,None,ACTIVE
USERS,Invite Team Member,Send Invitation Email / Seat Allocation,SYSTEM_OWNER,users.invite,/app/settings,POST /api/saas/organization/invite,Invite Modal (#modal-invite-user),Organization Scoped,ALLOW,USER_LIMIT,ACTIVE
USERS,Invite Team Member,Send Invitation Email / Seat Allocation,SUPER_ADMIN,users.invite,/app/settings,POST /api/saas/organization/invite,Invite Modal (#modal-invite-user),Organization Scoped,ALLOW,USER_LIMIT,ACTIVE
USERS,Invite Team Member,Send Invitation Email / Seat Allocation,ADMIN,users.invite,/app/settings,POST /api/saas/organization/invite,Invite Modal (#modal-invite-user),Organization Scoped,ALLOW,USER_LIMIT,ACTIVE
USERS,Invite Team Member,Send Invitation Email / Seat Allocation,STAFF,users.invite,/app/settings,POST /api/saas/organization/invite,Invite Modal (#modal-invite-user),Organization Scoped,DENY,USER_LIMIT,ACTIVE
USERS,Invite Team Member,Send Invitation Email / Seat Allocation,CUSTOMER_OWNER,users.invite,/app/settings,POST /api/saas/organization/invite,Invite Modal (#modal-invite-user),Organization Scoped,ALLOW,USER_LIMIT,ACTIVE
USERS,Invite Team Member,Send Invitation Email / Seat Allocation,CUSTOMER_MANAGER,users.invite,/app/settings,POST /api/saas/organization/invite,Invite Modal (#modal-invite-user),Organization Scoped,ALLOW,USER_LIMIT,ACTIVE
USERS,Invite Team Member,Send Invitation Email / Seat Allocation,CUSTOMER_STAFF,users.invite,/app/settings,POST /api/saas/organization/invite,Invite Modal (#modal-invite-user),Organization Scoped,DENY,USER_LIMIT,ACTIVE
USERS,Change Member Role,Promote or Demote User Role (OWNER/MANAGER/STAFF),SYSTEM_OWNER,users.update_role,/app/settings,PUT /api/saas/organization/members/{id}/role,Change Role Modal (#modal-change-role),Organization Scoped,ALLOW,None,ACTIVE
USERS,Change Member Role,Promote or Demote User Role (OWNER/MANAGER/STAFF),SUPER_ADMIN,users.update_role,/app/settings,PUT /api/saas/organization/members/{id}/role,Change Role Modal (#modal-change-role),Organization Scoped,ALLOW,None,ACTIVE
USERS,Change Member Role,Promote or Demote User Role (OWNER/MANAGER/STAFF),ADMIN,users.update_role,/app/settings,PUT /api/saas/organization/members/{id}/role,Change Role Modal (#modal-change-role),Organization Scoped,ALLOW,None,ACTIVE
USERS,Change Member Role,Promote or Demote User Role (OWNER/MANAGER/STAFF),STAFF,users.update_role,/app/settings,PUT /api/saas/organization/members/{id}/role,Change Role Modal (#modal-change-role),Organization Scoped,DENY,None,ACTIVE
USERS,Change Member Role,Promote or Demote User Role (OWNER/MANAGER/STAFF),CUSTOMER_OWNER,users.update_role,/app/settings,PUT /api/saas/organization/members/{id}/role,Change Role Modal (#modal-change-role),Organization Scoped,ALLOW,None,ACTIVE
USERS,Change Member Role,Promote or Demote User Role (OWNER/MANAGER/STAFF),CUSTOMER_MANAGER,users.update_role,/app/settings,PUT /api/saas/organization/members/{id}/role,Change Role Modal (#modal-change-role),Organization Scoped,DENY,None,ACTIVE
USERS,Change Member Role,Promote or Demote User Role (OWNER/MANAGER/STAFF),CUSTOMER_STAFF,users.update_role,/app/settings,PUT /api/saas/organization/members/{id}/role,Change Role Modal (#modal-change-role),Organization Scoped,DENY,None,ACTIVE
USERS,Suspend Member,Temporarily Freeze User Login Access,SYSTEM_OWNER,users.suspend,/app/settings,PUT /api/saas/organization/members/{id}/status,Member Status Toggle,Organization Scoped,ALLOW,None,ACTIVE
USERS,Suspend Member,Temporarily Freeze User Login Access,SUPER_ADMIN,users.suspend,/app/settings,PUT /api/saas/organization/members/{id}/status,Member Status Toggle,Organization Scoped,ALLOW,None,ACTIVE
USERS,Suspend Member,Temporarily Freeze User Login Access,ADMIN,users.suspend,/app/settings,PUT /api/saas/organization/members/{id}/status,Member Status Toggle,Organization Scoped,ALLOW,None,ACTIVE
USERS,Suspend Member,Temporarily Freeze User Login Access,STAFF,users.suspend,/app/settings,PUT /api/saas/organization/members/{id}/status,Member Status Toggle,Organization Scoped,DENY,None,ACTIVE
USERS,Suspend Member,Temporarily Freeze User Login Access,CUSTOMER_OWNER,users.suspend,/app/settings,PUT /api/saas/organization/members/{id}/status,Member Status Toggle,Organization Scoped,ALLOW,None,ACTIVE
USERS,Suspend Member,Temporarily Freeze User Login Access,CUSTOMER_MANAGER,users.suspend,/app/settings,PUT /api/saas/organization/members/{id}/status,Member Status Toggle,Organization Scoped,DENY,None,ACTIVE
USERS,Suspend Member,Temporarily Freeze User Login Access,CUSTOMER_STAFF,users.suspend,/app/settings,PUT /api/saas/organization/members/{id}/status,Member Status Toggle,Organization Scoped,DENY,None,ACTIVE
USERS,Remove Member,Eject User & Reclaim Organization Seat,SYSTEM_OWNER,users.remove,/app/settings,DELETE /api/saas/organization/members/{id},Remove Member Button,Organization Scoped,ALLOW,None,ACTIVE
USERS,Remove Member,Eject User & Reclaim Organization Seat,SUPER_ADMIN,users.remove,/app/settings,DELETE /api/saas/organization/members/{id},Remove Member Button,Organization Scoped,ALLOW,None,ACTIVE
USERS,Remove Member,Eject User & Reclaim Organization Seat,ADMIN,users.remove,/app/settings,DELETE /api/saas/organization/members/{id},Remove Member Button,Organization Scoped,ALLOW,None,ACTIVE
USERS,Remove Member,Eject User & Reclaim Organization Seat,STAFF,users.remove,/app/settings,DELETE /api/saas/organization/members/{id},Remove Member Button,Organization Scoped,DENY,None,ACTIVE
USERS,Remove Member,Eject User & Reclaim Organization Seat,CUSTOMER_OWNER,users.remove,/app/settings,DELETE /api/saas/organization/members/{id},Remove Member Button,Organization Scoped,ALLOW,None,ACTIVE
USERS,Remove Member,Eject User & Reclaim Organization Seat,CUSTOMER_MANAGER,users.remove,/app/settings,DELETE /api/saas/organization/members/{id},Remove Member Button,Organization Scoped,DENY,None,ACTIVE
USERS,Remove Member,Eject User & Reclaim Organization Seat,CUSTOMER_STAFF,users.remove,/app/settings,DELETE /api/saas/organization/members/{id},Remove Member Button,Organization Scoped,DENY,None,ACTIVE
AUDIT,View Organization Audit Log,Track Team Member Activity & Logins,SYSTEM_OWNER,audit.view,/app/settings,GET /api/saas/organization/audit,Team Audit Trail Tab,Organization Scoped,ALLOW,None,ACTIVE
AUDIT,View Organization Audit Log,Track Team Member Activity & Logins,SUPER_ADMIN,audit.view,/app/settings,GET /api/saas/organization/audit,Team Audit Trail Tab,Organization Scoped,ALLOW,None,ACTIVE
AUDIT,View Organization Audit Log,Track Team Member Activity & Logins,ADMIN,audit.view,/app/settings,GET /api/saas/organization/audit,Team Audit Trail Tab,Organization Scoped,ALLOW,None,ACTIVE
AUDIT,View Organization Audit Log,Track Team Member Activity & Logins,STAFF,audit.view,/app/settings,GET /api/saas/organization/audit,Team Audit Trail Tab,Organization Scoped,DENY,None,ACTIVE
AUDIT,View Organization Audit Log,Track Team Member Activity & Logins,CUSTOMER_OWNER,audit.view,/app/settings,GET /api/saas/organization/audit,Team Audit Trail Tab,Organization Scoped,ALLOW,None,ACTIVE
AUDIT,View Organization Audit Log,Track Team Member Activity & Logins,CUSTOMER_MANAGER,audit.view,/app/settings,GET /api/saas/organization/audit,Team Audit Trail Tab,Organization Scoped,DENY,None,ACTIVE
AUDIT,View Organization Audit Log,Track Team Member Activity & Logins,CUSTOMER_STAFF,audit.view,/app/settings,GET /api/saas/organization/audit,Team Audit Trail Tab,Organization Scoped,DENY,None,ACTIVE
BILLING,View Subscription Plan,"Inspect Active Plan, Quota & Renewal Date",SYSTEM_OWNER,subscription.view,/app/subscription,GET /api/saas/subscription,Subscription View (#subscription-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Subscription Plan,"Inspect Active Plan, Quota & Renewal Date",SUPER_ADMIN,subscription.view,/app/subscription,GET /api/saas/subscription,Subscription View (#subscription-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Subscription Plan,"Inspect Active Plan, Quota & Renewal Date",ADMIN,subscription.view,/app/subscription,GET /api/saas/subscription,Subscription View (#subscription-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Subscription Plan,"Inspect Active Plan, Quota & Renewal Date",STAFF,subscription.view,/app/subscription,GET /api/saas/subscription,Subscription View (#subscription-view),Organization Scoped,DENY,None,ACTIVE
BILLING,View Subscription Plan,"Inspect Active Plan, Quota & Renewal Date",CUSTOMER_OWNER,subscription.view,/app/subscription,GET /api/saas/subscription,Subscription View (#subscription-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Subscription Plan,"Inspect Active Plan, Quota & Renewal Date",CUSTOMER_MANAGER,subscription.view,/app/subscription,GET /api/saas/subscription,Subscription View (#subscription-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Subscription Plan,"Inspect Active Plan, Quota & Renewal Date",CUSTOMER_STAFF,subscription.view,/app/subscription,GET /api/saas/subscription,Subscription View (#subscription-view),Organization Scoped,DENY,None,ACTIVE
BILLING,Plan Upgrade,Upgrade Plan Tier & Purchase Add-on Packs,SYSTEM_OWNER,subscription.manage,/app/subscription,POST /api/saas/subscription/upgrade,Upgrade Modal (#modal-upgrade-plan),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Plan Upgrade,Upgrade Plan Tier & Purchase Add-on Packs,SUPER_ADMIN,subscription.manage,/app/subscription,POST /api/saas/subscription/upgrade,Upgrade Modal (#modal-upgrade-plan),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Plan Upgrade,Upgrade Plan Tier & Purchase Add-on Packs,ADMIN,subscription.manage,/app/subscription,POST /api/saas/subscription/upgrade,Upgrade Modal (#modal-upgrade-plan),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Plan Upgrade,Upgrade Plan Tier & Purchase Add-on Packs,STAFF,subscription.manage,/app/subscription,POST /api/saas/subscription/upgrade,Upgrade Modal (#modal-upgrade-plan),Organization Scoped,DENY,None,ACTIVE
BILLING,Plan Upgrade,Upgrade Plan Tier & Purchase Add-on Packs,CUSTOMER_OWNER,subscription.manage,/app/subscription,POST /api/saas/subscription/upgrade,Upgrade Modal (#modal-upgrade-plan),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Plan Upgrade,Upgrade Plan Tier & Purchase Add-on Packs,CUSTOMER_MANAGER,subscription.manage,/app/subscription,POST /api/saas/subscription/upgrade,Upgrade Modal (#modal-upgrade-plan),Organization Scoped,DENY,None,ACTIVE
BILLING,Plan Upgrade,Upgrade Plan Tier & Purchase Add-on Packs,CUSTOMER_STAFF,subscription.manage,/app/subscription,POST /api/saas/subscription/upgrade,Upgrade Modal (#modal-upgrade-plan),Organization Scoped,DENY,None,ACTIVE
BILLING,Plan Downgrade,Schedule Downgrade at End of Billing Period,SYSTEM_OWNER,subscription.manage,/app/subscription,POST /api/saas/subscription/downgrade,Downgrade Selector,Organization Scoped,ALLOW,None,ACTIVE
BILLING,Plan Downgrade,Schedule Downgrade at End of Billing Period,SUPER_ADMIN,subscription.manage,/app/subscription,POST /api/saas/subscription/downgrade,Downgrade Selector,Organization Scoped,ALLOW,None,ACTIVE
BILLING,Plan Downgrade,Schedule Downgrade at End of Billing Period,ADMIN,subscription.manage,/app/subscription,POST /api/saas/subscription/downgrade,Downgrade Selector,Organization Scoped,ALLOW,None,ACTIVE
BILLING,Plan Downgrade,Schedule Downgrade at End of Billing Period,STAFF,subscription.manage,/app/subscription,POST /api/saas/subscription/downgrade,Downgrade Selector,Organization Scoped,DENY,None,ACTIVE
BILLING,Plan Downgrade,Schedule Downgrade at End of Billing Period,CUSTOMER_OWNER,subscription.manage,/app/subscription,POST /api/saas/subscription/downgrade,Downgrade Selector,Organization Scoped,ALLOW,None,ACTIVE
BILLING,Plan Downgrade,Schedule Downgrade at End of Billing Period,CUSTOMER_MANAGER,subscription.manage,/app/subscription,POST /api/saas/subscription/downgrade,Downgrade Selector,Organization Scoped,DENY,None,ACTIVE
BILLING,Plan Downgrade,Schedule Downgrade at End of Billing Period,CUSTOMER_STAFF,subscription.manage,/app/subscription,POST /api/saas/subscription/downgrade,Downgrade Selector,Organization Scoped,DENY,None,ACTIVE
BILLING,Cancel Subscription,Cancel Auto-Renewal with Retention Flow,SYSTEM_OWNER,subscription.manage,/app/subscription,POST /api/saas/subscription/cancel,Cancel Modal (#modal-cancel-sub),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Cancel Subscription,Cancel Auto-Renewal with Retention Flow,SUPER_ADMIN,subscription.manage,/app/subscription,POST /api/saas/subscription/cancel,Cancel Modal (#modal-cancel-sub),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Cancel Subscription,Cancel Auto-Renewal with Retention Flow,ADMIN,subscription.manage,/app/subscription,POST /api/saas/subscription/cancel,Cancel Modal (#modal-cancel-sub),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Cancel Subscription,Cancel Auto-Renewal with Retention Flow,STAFF,subscription.manage,/app/subscription,POST /api/saas/subscription/cancel,Cancel Modal (#modal-cancel-sub),Organization Scoped,DENY,None,ACTIVE
BILLING,Cancel Subscription,Cancel Auto-Renewal with Retention Flow,CUSTOMER_OWNER,subscription.manage,/app/subscription,POST /api/saas/subscription/cancel,Cancel Modal (#modal-cancel-sub),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Cancel Subscription,Cancel Auto-Renewal with Retention Flow,CUSTOMER_MANAGER,subscription.manage,/app/subscription,POST /api/saas/subscription/cancel,Cancel Modal (#modal-cancel-sub),Organization Scoped,DENY,None,ACTIVE
BILLING,Cancel Subscription,Cancel Auto-Renewal with Retention Flow,CUSTOMER_STAFF,subscription.manage,/app/subscription,POST /api/saas/subscription/cancel,Cancel Modal (#modal-cancel-sub),Organization Scoped,DENY,None,ACTIVE
BILLING,Calculate Billing & Tax,7% Thai VAT & Discount Calculation,SYSTEM_OWNER,subscription.view,/app/subscription,POST /api/saas/billing/calculate,Pricing Calculator Component,Public / Org,ALLOW,None,None
BILLING,Calculate Billing & Tax,7% Thai VAT & Discount Calculation,SUPER_ADMIN,subscription.view,/app/subscription,POST /api/saas/billing/calculate,Pricing Calculator Component,Public / Org,ALLOW,None,None
BILLING,Calculate Billing & Tax,7% Thai VAT & Discount Calculation,ADMIN,subscription.view,/app/subscription,POST /api/saas/billing/calculate,Pricing Calculator Component,Public / Org,ALLOW,None,None
BILLING,Calculate Billing & Tax,7% Thai VAT & Discount Calculation,STAFF,subscription.view,/app/subscription,POST /api/saas/billing/calculate,Pricing Calculator Component,Public / Org,DENY,None,None
BILLING,Calculate Billing & Tax,7% Thai VAT & Discount Calculation,CUSTOMER_OWNER,subscription.view,/app/subscription,POST /api/saas/billing/calculate,Pricing Calculator Component,Public / Org,ALLOW,None,None
BILLING,Calculate Billing & Tax,7% Thai VAT & Discount Calculation,CUSTOMER_MANAGER,subscription.view,/app/subscription,POST /api/saas/billing/calculate,Pricing Calculator Component,Public / Org,ALLOW,None,None
BILLING,Calculate Billing & Tax,7% Thai VAT & Discount Calculation,CUSTOMER_STAFF,subscription.view,/app/subscription,POST /api/saas/billing/calculate,Pricing Calculator Component,Public / Org,DENY,None,None
BILLING,Validate Coupon,Check Discount Code & Apply Promotion,SYSTEM_OWNER,subscription.view,/app/subscription,POST /api/saas/coupons/validate,Coupon Code Input,Public / Org,ALLOW,None,None
BILLING,Validate Coupon,Check Discount Code & Apply Promotion,SUPER_ADMIN,subscription.view,/app/subscription,POST /api/saas/coupons/validate,Coupon Code Input,Public / Org,ALLOW,None,None
BILLING,Validate Coupon,Check Discount Code & Apply Promotion,ADMIN,subscription.view,/app/subscription,POST /api/saas/coupons/validate,Coupon Code Input,Public / Org,ALLOW,None,None
BILLING,Validate Coupon,Check Discount Code & Apply Promotion,STAFF,subscription.view,/app/subscription,POST /api/saas/coupons/validate,Coupon Code Input,Public / Org,DENY,None,None
BILLING,Validate Coupon,Check Discount Code & Apply Promotion,CUSTOMER_OWNER,subscription.view,/app/subscription,POST /api/saas/coupons/validate,Coupon Code Input,Public / Org,ALLOW,None,None
BILLING,Validate Coupon,Check Discount Code & Apply Promotion,CUSTOMER_MANAGER,subscription.view,/app/subscription,POST /api/saas/coupons/validate,Coupon Code Input,Public / Org,ALLOW,None,None
BILLING,Validate Coupon,Check Discount Code & Apply Promotion,CUSTOMER_STAFF,subscription.view,/app/subscription,POST /api/saas/coupons/validate,Coupon Code Input,Public / Org,DENY,None,None
BILLING,View Invoices & Receipts,List Historical Invoices & Thai Tax Receipts,SYSTEM_OWNER,subscription.view,/app/invoices,GET /api/saas/invoices,Invoices View (#invoices-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Invoices & Receipts,List Historical Invoices & Thai Tax Receipts,SUPER_ADMIN,subscription.view,/app/invoices,GET /api/saas/invoices,Invoices View (#invoices-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Invoices & Receipts,List Historical Invoices & Thai Tax Receipts,ADMIN,subscription.view,/app/invoices,GET /api/saas/invoices,Invoices View (#invoices-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Invoices & Receipts,List Historical Invoices & Thai Tax Receipts,STAFF,subscription.view,/app/invoices,GET /api/saas/invoices,Invoices View (#invoices-view),Organization Scoped,DENY,None,ACTIVE
BILLING,View Invoices & Receipts,List Historical Invoices & Thai Tax Receipts,CUSTOMER_OWNER,subscription.view,/app/invoices,GET /api/saas/invoices,Invoices View (#invoices-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Invoices & Receipts,List Historical Invoices & Thai Tax Receipts,CUSTOMER_MANAGER,subscription.view,/app/invoices,GET /api/saas/invoices,Invoices View (#invoices-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Invoices & Receipts,List Historical Invoices & Thai Tax Receipts,CUSTOMER_STAFF,subscription.view,/app/invoices,GET /api/saas/invoices,Invoices View (#invoices-view),Organization Scoped,DENY,None,ACTIVE
BILLING,Print Thai Tax Invoice,Render Official Tax Invoice / Receipt (7% VAT),SYSTEM_OWNER,subscription.view,/app/invoices,GET /api/saas/invoices/{id},Tax Invoice Modal (#modal-invoice-receipt),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Print Thai Tax Invoice,Render Official Tax Invoice / Receipt (7% VAT),SUPER_ADMIN,subscription.view,/app/invoices,GET /api/saas/invoices/{id},Tax Invoice Modal (#modal-invoice-receipt),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Print Thai Tax Invoice,Render Official Tax Invoice / Receipt (7% VAT),ADMIN,subscription.view,/app/invoices,GET /api/saas/invoices/{id},Tax Invoice Modal (#modal-invoice-receipt),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Print Thai Tax Invoice,Render Official Tax Invoice / Receipt (7% VAT),STAFF,subscription.view,/app/invoices,GET /api/saas/invoices/{id},Tax Invoice Modal (#modal-invoice-receipt),Organization Scoped,DENY,None,ACTIVE
BILLING,Print Thai Tax Invoice,Render Official Tax Invoice / Receipt (7% VAT),CUSTOMER_OWNER,subscription.view,/app/invoices,GET /api/saas/invoices/{id},Tax Invoice Modal (#modal-invoice-receipt),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Print Thai Tax Invoice,Render Official Tax Invoice / Receipt (7% VAT),CUSTOMER_MANAGER,subscription.view,/app/invoices,GET /api/saas/invoices/{id},Tax Invoice Modal (#modal-invoice-receipt),Organization Scoped,ALLOW,None,ACTIVE
BILLING,Print Thai Tax Invoice,Render Official Tax Invoice / Receipt (7% VAT),CUSTOMER_STAFF,subscription.view,/app/invoices,GET /api/saas/invoices/{id},Tax Invoice Modal (#modal-invoice-receipt),Organization Scoped,DENY,None,ACTIVE
BILLING,View Usage Analytics,Monitor Monthly Search & Credit Consumption,SYSTEM_OWNER,usage.view,/app/usage,GET /api/saas/usage,Usage View (#usage-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Usage Analytics,Monitor Monthly Search & Credit Consumption,SUPER_ADMIN,usage.view,/app/usage,GET /api/saas/usage,Usage View (#usage-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Usage Analytics,Monitor Monthly Search & Credit Consumption,ADMIN,usage.view,/app/usage,GET /api/saas/usage,Usage View (#usage-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Usage Analytics,Monitor Monthly Search & Credit Consumption,STAFF,usage.view,/app/usage,GET /api/saas/usage,Usage View (#usage-view),Organization Scoped,DENY,None,ACTIVE
BILLING,View Usage Analytics,Monitor Monthly Search & Credit Consumption,CUSTOMER_OWNER,usage.view,/app/usage,GET /api/saas/usage,Usage View (#usage-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Usage Analytics,Monitor Monthly Search & Credit Consumption,CUSTOMER_MANAGER,usage.view,/app/usage,GET /api/saas/usage,Usage View (#usage-view),Organization Scoped,ALLOW,None,ACTIVE
BILLING,View Usage Analytics,Monitor Monthly Search & Credit Consumption,CUSTOMER_STAFF,usage.view,/app/usage,GET /api/saas/usage,Usage View (#usage-view),Organization Scoped,ALLOW,None,ACTIVE
API,View API Keys,List Organization Developer API Credentials,SYSTEM_OWNER,api.view,/app/api,GET /api/saas/api-keys,API View (#api-view),Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,View API Keys,List Organization Developer API Credentials,SUPER_ADMIN,api.view,/app/api,GET /api/saas/api-keys,API View (#api-view),Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,View API Keys,List Organization Developer API Credentials,ADMIN,api.view,/app/api,GET /api/saas/api-keys,API View (#api-view),Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,View API Keys,List Organization Developer API Credentials,STAFF,api.view,/app/api,GET /api/saas/api-keys,API View (#api-view),Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
API,View API Keys,List Organization Developer API Credentials,CUSTOMER_OWNER,api.view,/app/api,GET /api/saas/api-keys,API View (#api-view),Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,View API Keys,List Organization Developer API Credentials,CUSTOMER_MANAGER,api.view,/app/api,GET /api/saas/api-keys,API View (#api-view),Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
API,View API Keys,List Organization Developer API Credentials,CUSTOMER_STAFF,api.view,/app/api,GET /api/saas/api-keys,API View (#api-view),Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
API,Generate API Key,Create Scoped API Secret Key,SYSTEM_OWNER,api.manage,/app/api,POST /api/saas/api-keys,Generate Key Button,Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,Generate API Key,Create Scoped API Secret Key,SUPER_ADMIN,api.manage,/app/api,POST /api/saas/api-keys,Generate Key Button,Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,Generate API Key,Create Scoped API Secret Key,ADMIN,api.manage,/app/api,POST /api/saas/api-keys,Generate Key Button,Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,Generate API Key,Create Scoped API Secret Key,STAFF,api.manage,/app/api,POST /api/saas/api-keys,Generate Key Button,Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
API,Generate API Key,Create Scoped API Secret Key,CUSTOMER_OWNER,api.manage,/app/api,POST /api/saas/api-keys,Generate Key Button,Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,Generate API Key,Create Scoped API Secret Key,CUSTOMER_MANAGER,api.manage,/app/api,POST /api/saas/api-keys,Generate Key Button,Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
API,Generate API Key,Create Scoped API Secret Key,CUSTOMER_STAFF,api.manage,/app/api,POST /api/saas/api-keys,Generate Key Button,Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
API,Revoke API Key,Immediately Deactivate API Key,SYSTEM_OWNER,api.manage,/app/api,DELETE /api/saas/api-keys/{id},Revoke Key Button,Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,Revoke API Key,Immediately Deactivate API Key,SUPER_ADMIN,api.manage,/app/api,DELETE /api/saas/api-keys/{id},Revoke Key Button,Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,Revoke API Key,Immediately Deactivate API Key,ADMIN,api.manage,/app/api,DELETE /api/saas/api-keys/{id},Revoke Key Button,Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,Revoke API Key,Immediately Deactivate API Key,STAFF,api.manage,/app/api,DELETE /api/saas/api-keys/{id},Revoke Key Button,Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
API,Revoke API Key,Immediately Deactivate API Key,CUSTOMER_OWNER,api.manage,/app/api,DELETE /api/saas/api-keys/{id},Revoke Key Button,Organization Scoped,ALLOW,API_ACCESS (BIZ+),ACTIVE
API,Revoke API Key,Immediately Deactivate API Key,CUSTOMER_MANAGER,api.manage,/app/api,DELETE /api/saas/api-keys/{id},Revoke Key Button,Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
API,Revoke API Key,Immediately Deactivate API Key,CUSTOMER_STAFF,api.manage,/app/api,DELETE /api/saas/api-keys/{id},Revoke Key Button,Organization Scoped,DENY,API_ACCESS (BIZ+),ACTIVE
AI,AI Neural Parts Search,Multi-Modal AI Query & Image OCR Part Matching,SYSTEM_OWNER,parts.search,/app/search,POST /api/parts/ai-search,AI Search Bar & OCR Upload,Organization Scoped,ALLOW,AI_SEARCH (PRO+),ACTIVE
AI,AI Neural Parts Search,Multi-Modal AI Query & Image OCR Part Matching,SUPER_ADMIN,parts.search,/app/search,POST /api/parts/ai-search,AI Search Bar & OCR Upload,Organization Scoped,ALLOW,AI_SEARCH (PRO+),ACTIVE
AI,AI Neural Parts Search,Multi-Modal AI Query & Image OCR Part Matching,ADMIN,parts.search,/app/search,POST /api/parts/ai-search,AI Search Bar & OCR Upload,Organization Scoped,ALLOW,AI_SEARCH (PRO+),ACTIVE
AI,AI Neural Parts Search,Multi-Modal AI Query & Image OCR Part Matching,STAFF,parts.search,/app/search,POST /api/parts/ai-search,AI Search Bar & OCR Upload,Organization Scoped,ALLOW,AI_SEARCH (PRO+),ACTIVE
AI,AI Neural Parts Search,Multi-Modal AI Query & Image OCR Part Matching,CUSTOMER_OWNER,parts.search,/app/search,POST /api/parts/ai-search,AI Search Bar & OCR Upload,Organization Scoped,ALLOW,AI_SEARCH (PRO+),ACTIVE
AI,AI Neural Parts Search,Multi-Modal AI Query & Image OCR Part Matching,CUSTOMER_MANAGER,parts.search,/app/search,POST /api/parts/ai-search,AI Search Bar & OCR Upload,Organization Scoped,ALLOW,AI_SEARCH (PRO+),ACTIVE
AI,AI Neural Parts Search,Multi-Modal AI Query & Image OCR Part Matching,CUSTOMER_STAFF,parts.search,/app/search,POST /api/parts/ai-search,AI Search Bar & OCR Upload,Organization Scoped,ALLOW,AI_SEARCH (PRO+),ACTIVE
AI,AI Models & Keys Config,SuperAdmin Multi-Provider Key Pool Management,SYSTEM_OWNER,ai.config.manage,/super-admin,POST /api/superadmin/ai-keys,SuperAdmin AI Tab,Platform Global,DENY,None,None
AI,AI Models & Keys Config,SuperAdmin Multi-Provider Key Pool Management,SUPER_ADMIN,ai.config.manage,/super-admin,POST /api/superadmin/ai-keys,SuperAdmin AI Tab,Platform Global,ALLOW,None,None
AI,AI Models & Keys Config,SuperAdmin Multi-Provider Key Pool Management,ADMIN,ai.config.manage,/super-admin,POST /api/superadmin/ai-keys,SuperAdmin AI Tab,Platform Global,DENY,None,None
AI,AI Models & Keys Config,SuperAdmin Multi-Provider Key Pool Management,STAFF,ai.config.manage,/super-admin,POST /api/superadmin/ai-keys,SuperAdmin AI Tab,Platform Global,DENY,None,None
